X,Y,id
-2.723272448,53.73489015,1039
-2.703736916,53.77867693,1040
-2.632935887,53.66592459,1041
-2.795330595,53.70567766,1042
-2.711891451,53.78532498,1043
-2.732009011,53.73531019,1044
-2.643164444,53.64887041,1045
-2.642984564,53.6497226,1046
-2.691297912,53.76508854,1047
-2.704738691,53.78578157,1048
-2.702476356,53.77811279,1049
-2.666494072,53.73739586,1050
-2.698116774,53.77708298,1051
-2.808002904,53.72652614,1052
-2.63616622,53.66701262,1053
-2.718697614,53.73136016,1054
-2.70468674,53.78644277,1055
-2.640841368,53.64838953,1056
-2.707861967,53.78663963,1057
-2.632581408,53.67147979,1058
-2.702368577,53.68797066,1059
-2.800998,53.72559999,1060
-2.799817455,53.72487389,1061
-2.695840463,53.78610344,1062
-2.639915677,53.65074067,1063
-2.699617922,53.7853174,1064
-2.718222201,53.73285498,1065
-2.680906804,53.70347581,1066
-2.638760681,53.64890746,1067
-2.662796167,53.73073124,1068
-2.724957605,53.73296907,1069
-2.639533177,53.66522039,1070
-2.68130153,53.70149199,1071
-2.795849474,53.72352118,1072
-2.6814415,53.7038041,1073
-2.718652219,53.73308777,1074
-2.704588758,53.6903278,1075
-2.704084685,53.76453715,1076
-2.662445671,53.73107372,1077
-2.720429961,53.7333438,1078
-2.638841858,53.64648769,1079
-2.700886255,53.76426036,1080
-2.646666003,53.66519629,1081
-2.699559795,53.76484858,1082
-2.644384616,53.66536625,1083
-2.661478376,53.73142521,1084
-2.793825315,53.72746335,1085
-2.793871923,53.72707695,1086
-2.680233344,53.70560764,1087
-2.64686159,53.66559339,1088
-2.807758106,53.7062081,1089
-2.645930075,53.66563891,1090
-2.700453445,53.76585136,1091
-2.702525851,53.76678102,1092
-2.707150645,53.69926193,1093
-2.770422587,53.7305615,1094
-2.802090005,53.70553822,1095
-2.644124717,53.66640661,1096
-2.702599715,53.69879957,1097
-2.800857699,53.70142681,1098
-2.615979281,53.66466114,1099
-2.663781375,53.72669438,1100
-2.64404587,53.6484908,1101
-2.800238245,53.70368606,1102
-2.663115287,53.72404675,1103
-2.707288325,53.7819085,1104
-2.66516939,53.76429391,1105
-2.644834048,53.66390887,1106
-2.768632762,53.73193409,1107
-2.663414477,53.72626194,1108
-2.644328303,53.66339332,1109
-2.699322509,53.76777807,1110
-2.66426889,53.76512218,1111
-2.662820036,53.72393892,1112
-2.642172939,53.6641277,1113
-2.684335654,53.72403454,1114
-2.70118187,53.73274157,1115
-2.685100963,53.72175805,1116
-2.792574999,53.76135885,1117
-2.614701734,53.66849118,1118
-2.668390283,53.7330564,1119
-2.667898873,53.74670099,1120
-2.711582929,53.69490307,1121
-2.683137878,53.72347998,1122
-2.710964893,53.69829946,1123
-2.639752697,53.66274294,1124
-2.666716424,53.74126013,1125
-2.663529298,53.73300936,1126
-2.701488446,53.7691377,1127
-2.698456592,53.73313827,1128
-2.665221891,53.74584988,1129
-2.664863569,53.74578622,1130
-2.66210346,53.73315955,1131
-2.69986498,53.76275175,1132
-2.699360592,53.76282034,1133
-2.640941662,53.64443396,1134
-2.71910362,53.78304126,1135
-2.638476228,53.64464574,1136
-2.796693342,53.71315994,1137
-2.715029296,53.78319707,1138
-2.719118729,53.78382455,1139
-2.707523617,53.69769989,1140
-2.794588613,53.71282284,1141
-2.702871595,53.76381383,1142
-2.712178502,53.68752636,1143
-2.703896654,53.76347,1144
-2.685870226,53.6995776,1145
-2.716278927,53.688088,1146
-2.70634921,53.73313045,1147
-2.700491137,53.76380253,1148
-2.716734851,53.68832976,1149
-2.661505178,53.72968419,1150
-2.640907839,53.64559937,1151
-2.711647592,53.73349859,1152
-2.656280606,53.66482586,1153
-2.710341209,53.73321746,1154
-2.685320096,53.699753,1155
-2.706059306,53.73337599,1156
-2.638761364,53.64217248,1157
-2.67279523,53.66806212,1158
-2.642247347,53.64248053,1159
-2.643475477,53.64228093,1160
-2.710350345,53.68917233,1161
-2.713909011,53.68935359,1162
-2.669079282,53.7302468,1163
-2.670035758,53.66961672,1164
-2.706766702,53.73373061,1165
-2.667089617,53.67038097,1166
-2.655949287,53.67106556,1167
-2.662111316,53.7303689,1168
-2.739448241,53.83780313,1169
-2.69626869,53.72894562,1170
-2.683594511,53.69853563,1171
-2.695889758,53.7302513,1172
-2.671553223,53.67181941,1173
-2.637661667,53.64366935,1174
-2.641794059,53.64361799,1175
-2.694947676,53.73059127,1176
-2.728775991,53.7648201,1177
-2.772778502,53.83716093,1178
-2.603767422,53.76596842,1179
-2.640136785,53.64411812,1180
-2.758198072,53.82583078,1181
-2.603668483,53.76628085,1182
-2.68471495,53.69891479,1183
-2.736084706,53.82487082,1184
-2.603635495,53.76634863,1185
-2.644521408,53.65506855,1186
-2.692037119,53.7302625,1187
-2.69729816,53.77083222,1188
-2.603123926,53.76666481,1189
-2.683411347,53.69894762,1190
-2.683865876,53.69900309,1191
-2.729844776,53.76538657,1192
-2.642861439,53.6555214,1193
-2.666272465,53.72348948,1194
-2.736874185,53.82787668,1195
-2.705548509,53.77099316,1196
-2.66547422,53.72933039,1197
-2.626436824,53.66330111,1198
-2.625263284,53.66364294,1199
-2.641210714,53.65496953,1200
-2.684923921,53.69914595,1201
-2.729415991,53.76563316,1202
-2.701318331,53.68308796,1203
-2.702845205,53.77092173,1204
-2.700555907,53.68302638,1205
-2.621488439,53.66405186,1206
-2.698278687,53.68693517,1207
-2.673957024,53.76117506,1208
-2.714501221,53.68987821,1209
-2.627809906,53.77345846,1210
-2.634601818,53.6547223,1211
-2.729885125,53.77148921,1212
-2.633137492,53.65455435,1213
-2.685541432,53.68887538,1214
-2.745035327,53.72643916,1215
-2.716668425,53.69049021,1216
-2.674657517,53.66102041,1217
-2.707025611,53.76346445,1218
-2.728698047,53.77168581,1219
-2.793894113,53.82348379,1220
-2.710924522,53.69202337,1221
-2.740678615,53.72775973,1222
-2.728402121,53.77132791,1223
-2.683764145,53.68840227,1224
-2.649803356,53.65144091,1225
-2.675760896,53.6621904,1226
-2.728213274,53.77160772,1227
-2.683389228,53.68771636,1228
-2.621586898,53.76588925,1229
-2.647727246,53.64732353,1230
-2.681847436,53.68854686,1231
-2.732822122,53.73601129,1232
-2.674777526,53.7429351,1233
-2.758840278,53.7350078,1234
-2.727754877,53.77094102,1235
-2.727889203,53.77092433,1236
-2.716142255,53.69428446,1237
-2.673730924,53.74421594,1238
-2.758067538,53.73106969,1239
-2.706381535,53.76261026,1240
-2.727361767,53.77185896,1241
-2.677042922,53.66369437,1242
-2.637453121,53.76911429,1243
-2.673219426,53.7462639,1244
-2.728593779,53.76581972,1245
-2.705741038,53.76290337,1246
-2.645814747,53.64886322,1247
-2.672305573,53.74231059,1248
-2.644697744,53.64803774,1249
-2.660632914,53.65954878,1250
-2.743969261,53.80997616,1251
-2.728203514,53.76597509,1252
-2.705452542,53.76421693,1253
-2.683256279,53.69664579,1254
-2.704926494,53.76384993,1255
-2.70490086,53.76394915,1256
-2.757807392,53.81032487,1257
-2.657018576,53.66311099,1258
-2.71959156,53.64239463,1259
-2.636146707,53.76550406,1260
-2.656263154,53.66030799,1261
-2.683869809,53.69744741,1262
-2.654900415,53.66157377,1263
-2.730677014,53.76670085,1264
-2.684148275,53.69787999,1265
-2.634871313,53.76623696,1266
-2.695127898,53.6455973,1267
-2.652839142,53.66067791,1268
-2.68686555,53.69268953,1269
-2.652830671,53.6608415,1270
-2.728572358,53.76752133,1271
-2.65244069,53.66117671,1272
-2.755464508,53.82256261,1273
-2.652093194,53.6595989,1274
-2.695052377,53.6591936,1275
-2.704964073,53.7689561,1276
-2.67257087,53.73899201,1277
-2.651202009,53.66228385,1278
-2.646793413,53.77259279,1279
-2.788764332,53.80760699,1280
-2.644782078,53.6458981,1281
-2.710498171,53.77815776,1282
-2.710600594,53.77751256,1283
-2.727574437,53.78051639,1284
-2.650897014,53.63888931,1285
-2.72734453,53.7793266,1286
-2.614544457,53.65350339,1287
-2.725862021,53.78062276,1288
-2.681551941,53.69531574,1289
-2.726527678,53.77900896,1290
-2.726548525,53.77709824,1291
-2.776735481,53.82219664,1292
-2.691364435,53.72589419,1293
-2.721025929,53.67027366,1294
-2.721434523,53.66927863,1295
-2.613330058,53.64764748,1296
-2.690965415,53.72546309,1297
-2.707612741,53.7777594,1298
-2.76514874,53.81536282,1299
-2.698842551,53.72714501,1300
-2.648265214,53.63932173,1301
-2.670726469,53.73492289,1302
-2.762518867,53.81641926,1303
-2.697608984,53.72893011,1304
-2.699429866,53.67189651,1305
-2.70644511,53.77783781,1306
-2.645784331,53.6385324,1307
-2.685605427,53.68381032,1308
-2.693847458,53.67222399,1309
-2.61269277,53.65591855,1310
-2.671779948,53.73525649,1311
-2.616020051,53.6463269,1312
-2.801859523,53.8144438,1313
-2.696875233,53.72841469,1314
-2.730202756,53.77046358,1315
-2.696695601,53.67439101,1316
-2.68478129,53.68598007,1317
-2.704955118,53.77880476,1318
-2.6456204,53.78409436,1319
-2.684212413,53.68645559,1320
-2.644512874,53.78773505,1321
-2.615831573,53.65417988,1322
-2.805735459,53.81165194,1323
-2.798163357,53.81167203,1324
-2.65088696,53.66217729,1325
-2.682181294,53.68438874,1326
-2.650134091,53.65959269,1327
-2.728903689,53.76938274,1328
-2.728809448,53.76986786,1329
-2.796010091,53.81739925,1330
-2.709764315,53.76648048,1331
-2.638134277,53.79091425,1332
-2.692919705,53.68130803,1333
-2.689805955,53.72573012,1334
-2.648425123,53.66086435,1335
-2.706131385,53.76681256,1336
-2.686327952,53.72300474,1337
-2.71299417,53.76668962,1338
-2.713517527,53.76845193,1339
-2.650150375,53.7878507,1340
-2.651285974,53.78278522,1341
-2.675140817,53.76156981,1342
-2.6154004,53.65479917,1343
-2.6904735,53.72717338,1344
-2.650709016,53.78983271,1345
-2.687569624,53.72737958,1346
-2.687045614,53.72780699,1347
-2.686978279,53.7250566,1348
-2.616852295,53.64637225,1349
-2.731164185,53.80953568,1350
-2.654408852,53.64581081,1351
-2.654065393,53.64569442,1352
-2.654006542,53.64573056,1353
-2.653566412,53.64434089,1354
-2.652811463,53.64476819,1355
-2.688940788,53.72540732,1356
-2.677434202,53.76143965,1357
-2.708551261,53.77021548,1358
-2.651795665,53.64668206,1359
-2.688374279,53.72062374,1360
-2.677518618,53.76191341,1361
-2.61626111,53.64845628,1362
-2.677496349,53.76113871,1363
-2.710334124,53.76706683,1364
-2.616532415,53.64851629,1365
-2.727927737,53.76418053,1366
-2.646225249,53.78760679,1367
-2.690241779,53.72162286,1368
-2.734506618,53.76479737,1369
-2.713854235,53.7759088,1370
-2.651599004,53.64670152,1371
-2.686743692,53.72184452,1372
-2.685348925,53.72164541,1373
-2.65101523,53.64184875,1374
-2.652166029,53.77643424,1375
-2.707449541,53.76929963,1376
-2.691203189,53.72474468,1377
-2.650615818,53.64584558,1378
-2.650507679,53.64342388,1379
-2.71320526,53.77610758,1380
-2.652211622,53.77991979,1381
-2.711693454,53.77569929,1382
-2.712942735,53.77630945,1383
-2.650049866,53.77579234,1384
-2.619022593,53.65826412,1385
-2.732080036,53.76686194,1386
-2.649304252,53.77440258,1387
-2.687476403,53.7223134,1388
-2.618896722,53.65916256,1389
-2.734556781,53.73131479,1390
-2.759502245,53.80371718,1391
-2.709161824,53.77565474,1392
-2.739379456,53.78629335,1393
-2.739544192,53.78460123,1394
-2.618813283,53.65530795,1395
-2.713544183,53.77718437,1396
-2.731356526,53.73222015,1397
-2.618874491,53.65554427,1398
-2.671298985,53.74818536,1399
-2.650330797,53.6590744,1400
-2.662454364,53.74831549,1401
-2.611643555,53.70507271,1402
-2.671868318,53.7486336,1403
-2.712981873,53.77694168,1404
-2.709043065,53.77264259,1405
-2.660165548,53.65914213,1406
-2.743968639,53.80957537,1407
-2.617875458,53.65620369,1408
-2.729823567,53.73156067,1409
-2.659628852,53.6571944,1410
-2.711646045,53.77284193,1411
-2.73744375,53.78544038,1412
-2.667940947,53.75400731,1413
-2.651446292,53.78182977,1414
-2.618615769,53.65646181,1415
-2.604508939,53.68854216,1416
-2.711177958,53.77867352,1417
-2.653537495,53.78172432,1418
-2.65868981,53.6580567,1419
-2.726623843,53.72722134,1420
-2.679609196,53.76234469,1421
-2.733822997,53.7912096,1422
-2.759299026,53.72509225,1423
-2.658184227,53.65548094,1424
-2.733510638,53.79180225,1425
-2.709572948,53.77347849,1426
-2.713045417,53.77377686,1427
-2.655028607,53.77267798,1428
-2.748283792,53.72448513,1429
-2.713476784,53.77402385,1430
-2.731506658,53.79152633,1431
-2.747718284,53.72306605,1432
-2.617589359,53.65123042,1433
-2.631439594,53.6967828,1434
-2.735397306,53.79093347,1435
-2.667353032,53.66255336,1436
-2.667389703,53.65922106,1437
-2.746684228,53.72580477,1438
-2.755462111,53.79392853,1439
-2.712004763,53.76532551,1440
-2.6475415,53.77366996,1441
-2.666583627,53.66039973,1442
-2.634791406,53.71694633,1443
-2.695032671,53.72076172,1444
-2.634594183,53.71822118,1445
-2.749175102,53.79160267,1446
-2.695910039,53.7208239,1447
-2.666487161,53.66058499,1448
-2.698647473,53.72106867,1449
-2.666007252,53.66052803,1450
-2.633258907,53.71519368,1451
-2.632435279,53.7163043,1452
-2.710984299,53.77174423,1453
-2.665583922,53.659227,1454
-2.736087094,53.79308324,1455
-2.740670658,53.77817996,1456
-2.714390669,53.77524463,1457
-2.6314744,53.71788656,1458
-2.695002247,53.72223328,1459
-2.739290313,53.77706779,1460
-2.691652951,53.75506502,1461
-2.646645057,53.77174241,1462
-2.618433363,53.64772657,1463
-2.675121724,53.72479135,1464
-2.690517425,53.75600315,1465
-2.648720495,53.77191261,1466
-2.617015856,53.64842021,1467
-2.68970648,53.75464793,1468
-2.65338637,53.65216565,1469
-2.713497482,53.77471422,1470
-2.706353933,53.72068306,1471
-2.689482605,53.75599261,1472
-2.689372083,53.75525624,1473
-2.650713634,53.65250656,1474
-2.74106468,53.76237355,1475
-2.679935997,53.73298766,1476
-2.740185836,53.76206833,1477
-2.650756437,53.64932842,1478
-2.649853903,53.65146254,1479
-2.653786533,53.7674058,1480
-2.715176282,53.77317218,1481
-2.715108682,53.77308291,1482
-2.690917316,53.75804838,1483
-2.781485697,53.79020697,1484
-2.618826388,53.65284398,1485
-2.607992439,53.68417013,1486
-2.714895034,53.77182468,1487
-2.740926277,53.76248442,1488
-2.790936745,53.79502404,1489
-2.668070117,53.65787521,1490
-2.674700762,53.73582902,1491
-2.690305175,53.75733586,1492
-2.673957338,53.72910769,1493
-2.759410275,53.78304082,1494
-2.714179628,53.77227636,1495
-2.714126775,53.77063523,1496
-2.714258882,53.77083522,1497
-2.740365788,53.76278049,1498
-2.649465066,53.76982575,1499
-2.687888368,53.75746435,1500
-2.757927849,53.78051459,1501
-2.766876616,53.72440414,1502
-2.618952416,53.65448877,1503
-2.766544698,53.72423512,1504
-2.75734112,53.78087073,1505
-2.619126192,53.65524669,1506
-2.756826224,53.78387506,1507
-2.668472046,53.66057048,1508
-2.652706228,53.76545996,1509
-2.667460288,53.66070816,1510
-2.655801079,53.76554064,1511
-2.763969837,53.72472457,1512
-2.634805084,53.69703172,1513
-2.65524028,53.7657308,1514
-2.731726017,53.77017686,1515
-2.693351376,53.75459723,1516
-2.758085675,53.76785738,1517
-2.678920135,53.7521022,1518
-2.69279645,53.75620286,1519
-2.618942565,53.66430156,1520
-2.692130712,53.75680674,1521
-2.745496579,53.78887032,1522
-2.692149301,53.75631484,1523
-2.634875023,53.7044114,1524
-2.714679921,53.72316775,1525
-2.74480647,53.78675939,1526
-2.694897718,53.75831961,1527
-2.715762931,53.77632418,1528
-2.634743419,53.70475003,1529
-2.675955359,53.65295382,1530
-2.712575595,53.7234185,1531
-2.634037156,53.70491528,1532
-2.675398749,53.65462448,1533
-2.74272077,53.78978088,1534
-2.674817774,53.65631722,1535
-2.654218389,53.77702699,1536
-2.764633918,53.76685163,1537
-2.619764754,53.65897722,1538
-2.720871523,53.73101416,1539
-2.694216489,53.75809485,1540
-2.675191372,53.7494132,1541
-2.745889106,53.72326656,1542
-2.745339144,53.72238922,1543
-2.675006782,53.65753781,1544
-2.693708508,53.75830177,1545
-2.677409722,53.7505254,1546
-2.673172395,53.65835578,1547
-2.739238989,53.78812284,1548
-2.763695855,53.76928551,1549
-2.693768211,53.75882742,1550
-2.744443229,53.72567778,1551
-2.619628822,53.65703311,1552
-2.637284175,53.69061357,1553
-2.744391781,53.7242743,1554
-2.67607596,53.75057683,1555
-2.619437033,53.65888315,1556
-2.677514262,53.75086792,1557
-2.745613719,53.78098794,1558
-2.621526174,53.65962389,1559
-2.658601848,53.77980227,1560
-2.643902113,53.6410843,1561
-2.621362263,53.65969462,1562
-2.621220701,53.65964798,1563
-2.743409008,53.78208111,1564
-2.694231644,53.76018682,1565
-2.662224538,53.78141536,1566
-2.645337508,53.64186582,1567
-2.681128281,53.7547992,1568
-2.682523604,53.75532212,1569
-2.742500003,53.78036798,1570
-2.620025361,53.66106743,1571
-2.741760724,53.78073468,1572
-2.732118393,53.71761561,1573
-2.692703441,53.76025415,1574
-2.619503088,53.65919508,1575
-2.74407993,53.78483278,1576
-2.635477072,53.68778995,1577
-2.743622591,53.78520749,1578
-2.682078175,53.7563188,1579
-2.733442824,53.71825158,1580
-2.744364071,53.78529952,1581
-2.661703264,53.77690217,1582
-2.692745013,53.74318212,1583
-2.621202328,53.65545267,1584
-2.715239424,53.76938436,1585
-2.759773238,53.78084936,1586
-2.742368772,53.71924586,1587
-2.74439208,53.71955298,1588
-2.658944078,53.77736195,1589
-2.637378269,53.68980751,1590
-2.639066481,53.68994512,1591
-2.692171281,53.73969767,1592
-2.684190991,53.71601576,1593
-2.6248333,53.64099545,1594
-2.661177003,53.77813325,1595
-2.688540933,53.71950642,1596
-2.681515436,53.72868143,1597
-2.684529773,53.72001535,1598
-2.718708127,53.77732138,1599
-2.682718854,53.72483922,1600
-2.654127946,53.78507091,1601
-2.639029253,53.68378668,1602
-2.682756147,53.728105,1603
-2.683105049,53.719945,1604
-2.71836584,53.77739964,1605
-2.744421638,53.78252272,1606
-2.714182795,53.77751049,1607
-2.623878479,53.65104932,1608
-2.689623368,53.74102081,1609
-2.681734294,53.72771529,1610
-2.690193336,53.72013953,1611
-2.759809874,53.77359382,1612
-2.635040826,53.6846101,1613
-2.744955829,53.78299976,1614
-2.637576818,53.68487211,1615
-2.635865526,53.68518419,1616
-2.741394843,53.78368105,1617
-2.681135206,53.7285202,1618
-2.698431177,53.7568751,1619
