X,Y,id
-0.188329997,51.11823556,1
-0.168960949,51.10470843,2
-0.161431851,51.15642427,3
-0.168415254,51.10443922,4
-0.160297197,51.15742692,5
-0.18385365,51.11825836,6
-0.159923194,51.15815958,7
-0.163721745,51.1046702,8
-0.188886682,51.11871199,9
-0.185262795,51.11868253,10
-0.168132389,51.10480912,11
-0.164107773,51.10504164,12
-0.188933936,51.1188494,13
-0.188691139,51.11896381,14
-0.166317977,51.10494706,15
-0.158951221,51.15830385,16
-0.164393489,51.10508255,17
-0.159053023,51.15503214,18
-0.18885883,51.11910504,19
-0.165049297,51.10533673,20
-0.188530636,51.11934687,21
-0.187371212,51.11943493,22
-0.164163547,51.10598054,23
-0.158545251,51.15801584,24
-0.18460635,51.11935674,25
-0.16466525,51.10651717,26
-0.194208853,51.10722794,27
-0.158435474,51.15818788,28
-0.14240658,51.10561137,29
-0.193904202,51.10910212,30
-0.151156989,51.10380403,31
-0.158074392,51.15847505,32
-0.153235518,51.10351437,33
-0.19387929,51.10878031,34
-0.157658614,51.15581392,35
-0.193604,51.10847354,36
-0.161218137,51.15955362,37
-0.193408396,51.11027985,38
-0.147885747,51.10369228,39
-0.148693047,51.10374101,40
-0.154231283,51.15846999,41
-0.154352858,51.15869728,42
-0.154121199,51.15864123,43
-0.148370508,51.10382903,44
-0.192766477,51.10998898,45
-0.148881401,51.10420574,46
-0.192151275,51.10749518,47
-0.191892356,51.10751421,48
-0.154912781,51.15961578,49
-0.145458181,51.10631838,50
-0.152953937,51.15950193,51
-0.191463408,51.10845163,52
-0.147276649,51.10565733,53
-0.148713543,51.10545886,54
-0.148385588,51.10591315,55
-0.151397662,51.10615841,56
-0.164972315,51.14170202,57
-0.153834284,51.10639439,58
-0.14710701,51.10624147,59
-0.164982582,51.13619768,60
-0.164782558,51.13830994,61
-0.164967658,51.13772507,62
-0.164375963,51.14340051,63
-0.151631019,51.10656675,64
-0.164493009,51.13857055,65
-0.179369589,51.10395259,66
-0.164383797,51.14293844,67
-0.180136224,51.10497642,68
-0.193214437,51.11786047,69
-0.178554555,51.1055583,70
-0.193014621,51.11725521,71
-0.164368361,51.14007434,72
-0.176826914,51.1036296,73
-0.164247756,51.14183924,74
-0.178468795,51.10507896,75
-0.192404929,51.11688139,76
-0.192760783,51.11527381,77
-0.177135282,51.10453662,78
-0.164152574,51.14085023,79
-0.192488916,51.11502096,80
-0.164205079,51.14156731,81
-0.177548956,51.10579473,82
-0.192454835,51.11502555,83
-0.177467267,51.10604501,84
-0.176806131,51.10636456,85
-0.163637379,51.14328527,86
-0.192191577,51.11502597,87
-0.163476772,51.14187115,88
-0.191763311,51.11595766,89
-0.176294413,51.10637656,90
-0.192198125,51.11468662,91
-0.175800556,51.10525054,92
-0.163145363,51.14178638,93
-0.175136632,51.10631375,94
-0.191726855,51.11622377,95
-0.162553919,51.13951987,96
-0.16271905,51.14825217,97
-0.175390807,51.10564996,98
-0.191586427,51.11607411,99
-0.174336878,51.10617286,100
-0.191497054,51.1180543,101
-0.173113934,51.10643674,102
-0.162116555,51.15510913,103
-0.172884569,51.10564387,104
-0.193261783,51.12994454,105
-0.162715678,51.15706917,106
-0.162238936,51.15726691,107
-0.186352188,51.12963077,108
-0.164585388,51.15830784,109
-0.16325435,51.15789559,110
-0.190942006,51.10487991,111
-0.190909527,51.10470113,112
-0.186241528,51.12965445,113
-0.189532771,51.1298826,114
-0.16166036,51.15822123,115
-0.162943857,51.15860013,116
-0.162622693,51.15832069,117
-0.192157226,51.13006974,118
-0.185540977,51.12981031,119
-0.164087876,51.15847978,120
-0.185665727,51.12984469,121
-0.188339733,51.10499634,122
-0.164305452,51.15894506,123
-0.188018858,51.10639089,124
-0.185832256,51.12997847,125
